STD_YM,BLCK_SP_CD,CTPV_CD,CTPV_NM,CAT01_CD,OPN_CNT,CLSD_CNT,NEW_CNT,MANAGE01_CNT,MANAGE02_CNT,MANAGE03_CNT,MANAGE04_CNT
202404,1,11,서울특별시,C,55739,199,79,440,3378,5828,46093
202404,1,11,서울특별시,H,35363,182,41,339,3029,4214,27781
202404,1,11,서울특별시,P,39348,251,347,2209,8458,6654,22027
202404,1,11,서울특별시,Q,24815,77,101,525,1941,2402,19947
202404,1,11,서울특별시,R,25341,254,294,1705,6213,4630,12793
202404,1,11,서울특별시,S,72561,452,723,3864,13588,11019,44090
202404,1,11,서울특별시,T,568,2,1,5,21,90,452
202404,1,11,서울특별시,U,70,1,0,1,4,9,56
202404,1,26,부산광역시,C,27976,84,44,277,2035,2438,23226
202404,1,26,부산광역시,D,389,0,1,8,71,94,216
202404,1,26,부산광역시,E,462,0,0,1,25,47,389
202404,1,26,부산광역시,F,12741,43,17,125,1350,1713,9553
202404,1,27,대구광역시,G,66906,371,379,2180,8951,9055,46720
202404,1,28,인천광역시,G,63728,425,530,2998,11143,10572,39015
202404,1,28,인천광역시,K,906,5,6,32,69,87,718
202404,1,29,광주광역시,L,12287,27,17,103,1017,2697,8470
202404,1,29,광주광역시,O,230,0,0,0,6,20,204
202404,1,30,대전광역시,E,159,0,0,3,9,22,125
202404,1,30,대전광역시,I,22337,365,362,1926,6429,3710,10272
202404,1,31,울산광역시,J,766,10,30,100,209,94,363
202404,1,31,울산광역시,K,459,1,3,5,33,38,383
202404,1,36,세종특별자치시,A,153,0,0,3,23,28,99
202404,1,36,세종특별자치시,E,47,0,0,0,2,6,39
202404,1,36,세종특별자치시,U,0,0,0,0,0,0,0
202404,1,41,경기도,P,54368,398,584,4083,14086,9545,26654
202404,1,43,충청북도,D,2220,4,3,13,334,1225,648
202404,1,43,충청북도,M,3867,14,23,136,536,603,2592
202404,1,44,충청남도,F,14202,36,13,128,1336,1809,10929
202404,1,44,충청남도,G,51819,309,455,2146,8977,7551,33145
202404,1,46,전라남도,B,118,1,0,0,5,20,93
202404,1,47,경상북도,F,16836,43,12,126,1332,2101,13277
202404,1,47,경상북도,T,28,0,0,0,2,5,21
202404,1,48,경상남도,E,758,2,0,6,69,93,590
202404,1,48,경상남도,Q,6284,24,16,77,325,565,5317
202404,1,48,경상남도,S,27933,161,300,1540,5284,4386,16723
202404,1,50,제주특별자치도,B,18,0,0,0,1,0,17
202404,1,50,제주특별자치도,D,404,0,0,2,30,165,207
202404,1,50,제주특별자치도,F,6129,14,5,45,552,851,4681
202404,1,50,제주특별자치도,I,21984,285,301,1626,5887,4003,10468
202404,1,50,제주특별자치도,L,6769,15,10,48,425,1328,4968
202404,1,50,제주특별자치도,Q,1521,5,4,16,97,125,1283
202404,1,51,강원특별자치도,A,2486,4,3,16,215,386,1869
202404,1,51,강원특별자치도,J,1313,8,41,175,386,194,558
202404,1,11,서울특별시,K,16347,86,12,83,3297,2787,10180
202404,1,11,서울특별시,L,158254,349,135,897,9141,23126,125090
202404,1,26,부산광역시,A,613,0,1,11,59,86,457
202404,1,26,부산광역시,I,51204,707,740,4074,14455,8660,24015
202404,1,26,부산광역시,O,447,1,0,2,10,23,412
202404,1,27,대구광역시,A,310,1,2,9,34,66,201
202404,1,27,대구광역시,M,7256,25,27,191,807,1005,5253
202404,1,27,대구광역시,T,44,0,0,0,2,4,38
202404,1,27,대구광역시,U,2,0,0,0,0,0,2
202404,1,28,인천광역시,M,7649,34,52,285,1100,1411,4853
202404,1,29,광주광역시,G,36766,259,293,1449,5884,5400,24033
202404,1,30,대전광역시,B,13,0,0,0,2,4,7
202404,1,30,대전광역시,G,37388,226,249,1392,5941,5550,24505
202404,1,30,대전광역시,H,6406,45,18,95,676,959,4676
202404,1,30,대전광역시,N,2916,9,7,49,294,346,2227
202404,1,30,대전광역시,T,28,0,0,1,1,4,22
202404,1,31,울산광역시,H,4649,18,12,59,431,626,3533
202404,1,31,울산광역시,M,2932,6,24,106,402,401,2023
202404,1,36,세종특별자치시,I,4464,73,78,416,1528,857,1663
202404,1,41,경기도,A,4389,10,11,70,518,745,3056
202404,1,41,경기도,E,2454,4,6,28,201,335,1890
202404,1,41,경기도,I,165277,2638,3018,15099,52327,28036,69815
202404,1,41,경기도,Q,24583,105,81,457,2098,2290,19738
202404,1,43,충청북도,I,29548,456,520,2566,8415,4827,13740
202404,1,43,충청북도,K,624,1,4,13,36,58,517
202404,1,43,충청북도,N,3004,10,11,64,364,418,2158
202404,1,44,충청남도,E,472,2,0,2,39,60,371
202404,1,44,충청남도,T,29,0,0,0,5,1,23
202404,1,46,전라남도,U,0,0,0,0,0,0,0
202404,1,48,경상남도,F,16000,56,17,151,1452,2170,12227
202404,1,51,강원특별자치도,D,1765,5,4,27,236,835,667
202404,1,52,전북특별자치도,N,3034,13,19,83,329,390,2232
202404,1,52,전북특별자치도,S,16217,109,128,788,2773,2333,10323
202404,1,11,서울특별시,F,38980,131,55,341,5286,5398,27955
202404,1,11,서울특별시,G,276576,1585,1565,7973,34555,39852,194196
202404,1,26,부산광역시,G,86921,520,540,2999,12833,12458,58631
202404,1,26,부산광역시,H,29756,141,107,659,3551,3050,22496
202404,1,26,부산광역시,J,3310,34,72,327,700,492,1791
202404,1,26,부산광역시,N,6339,24,25,146,600,768,4825
202404,1,26,부산광역시,R,6536,78,81,462,1726,1202,3146
202404,1,26,부산광역시,U,6,0,0,0,2,0,4
202404,1,27,대구광역시,E,373,0,0,6,27,47,293
202404,1,27,대구광역시,I,39478,504,566,2905,10165,6460,19948
202404,1,27,대구광역시,J,2367,19,47,190,475,333,1369
202404,1,27,대구광역시,L,22102,59,39,179,1421,3627,16875
202404,1,27,대구광역시,S,19389,108,218,1102,3671,3054,11562
202404,1,28,인천광역시,C,24472,77,28,213,1538,2515,20206
202404,1,28,인천광역시,D,351,0,2,2,32,114,203
202404,1,28,인천광역시,I,38332,596,670,3551,11925,6691,16165
202404,1,29,광주광역시,J,1360,14,35,111,274,209,766
202404,1,29,광주광역시,S,13713,109,177,814,2751,2280,7868
202404,1,30,대전광역시,C,8180,17,8,73,631,952,6524
202404,1,30,대전광역시,D,725,1,1,4,66,217,438
202404,1,30,대전광역시,K,679,0,1,5,47,75,552
202404,1,30,대전광역시,M,5054,12,32,174,631,849,3400
202404,1,30,대전광역시,O,265,0,1,3,16,16,230
202404,1,31,울산광역시,N,1955,6,10,49,211,248,1447
202404,1,31,울산광역시,R,2538,19,24,175,622,464,1277
202404,1,31,울산광역시,S,9148,46,96,543,1790,1427,5388
202404,1,36,세종특별자치시,P,2297,16,31,196,688,537,876
202404,1,41,경기도,M,42555,193,268,1379,6493,8532,26151
202404,1,41,경기도,T,567,1,0,1,21,97,448
202404,1,43,충청북도,C,12657,49,23,110,1095,1511,9941
202404,1,43,충청북도,L,9649,25,7,98,931,1748,6872
202404,1,44,충청남도,B,104,0,1,2,6,9,87
202404,1,44,충청남도,C,16373,64,25,165,1472,2052,12684
202404,1,44,충청남도,H,9206,40,19,103,919,1264,6920
202404,1,44,충청남도,R,4588,50,61,372,1290,819,2107
202404,1,46,전라남도,E,449,1,0,4,40,59,346
202404,1,46,전라남도,J,1110,5,28,132,322,155,501
202404,1,46,전라남도,M,3838,27,23,124,563,586,2565
202404,1,46,전라남도,P,5469,34,53,290,912,783,3484
202404,1,46,전라남도,Q,4005,14,9,41,180,319,3465
202404,1,46,전라남도,S,14946,54,161,758,2749,2223,9216
202404,1,47,경상북도,C,25145,74,32,247,2113,2676,20109
202404,1,47,경상북도,D,3446,5,14,86,767,1536,1057
202404,1,48,경상남도,C,34297,130,64,401,3112,3563,27221
202404,1,48,경상남도,D,2055,4,1,38,357,918,742
202404,1,48,경상남도,J,1964,29,57,247,584,255,878
202404,1,48,경상남도,M,7671,28,44,253,1031,1109,5278
202404,1,50,제주특별자치도,E,103,0,0,3,8,15,77
202404,1,50,제주특별자치도,M,2545,7,24,99,418,465,1563
202404,1,51,강원특별자치도,C,6535,27,15,83,646,776,5030
202404,1,51,강원특별자치도,Q,3327,8,6,31,162,266,2868
202404,1,51,강원특별자치도,U,0,0,0,0,0,0,0
202404,1,52,전북특별자치도,D,7187,16,7,81,886,2581,3639
202404,1,52,전북특별자치도,E,369,2,0,1,25,49,294
202404,1,52,전북특별자치도,M,4589,19,27,135,634,633,3187
202404,1,52,전북특별자치도,U,2,0,0,0,0,0,2
202404,1,11,서울특별시,B,160,0,0,0,8,14,138
202404,1,26,부산광역시,M,10899,38,66,335,1504,1705,7355
202404,1,26,부산광역시,Q,6892,24,28,123,503,540,5726
202404,1,27,대구광역시,H,11618,64,16,116,890,1358,9254
202404,1,27,대구광역시,K,1068,3,2,17,91,111,849
202404,1,27,대구광역시,N,3812,17,14,63,339,492,2918
202404,1,28,인천광역시,A,649,3,0,8,78,93,470
202404,1,28,인천광역시,B,50,0,0,0,3,5,42
202404,1,28,인천광역시,T,164,1,0,2,2,29,131
202404,1,29,광주광역시,B,31,0,0,0,5,2,24
202404,1,29,광주광역시,D,2688,4,1,27,335,837,1489
202404,1,29,광주광역시,R,3570,61,52,290,1007,742,1531
202404,1,30,대전광역시,P,5891,36,50,337,1175,1084,3295
202404,1,31,울산광역시,G,22402,179,183,1002,3835,3403,14162
202404,1,31,울산광역시,L,8313,25,13,75,642,1366,6230
202404,1,31,울산광역시,P,4857,27,32,276,1015,823,2743
202404,1,36,세종특별자치시,J,394,1,10,35,99,89,171
202404,1,36,세종특별자치시,L,6087,10,4,30,340,1147,4570
202404,1,36,세종특별자치시,R,709,5,17,78,230,152,249
202404,1,36,세종특별자치시,S,2475,18,35,192,650,484,1149
202404,1,36,세종특별자치시,T,3,0,0,0,0,2,1
202404,1,41,경기도,B,296,3,0,0,27,47,222
202404,1,41,경기도,F,54358,192,90,698,7897,9446,36317
202404,1,41,경기도,K,4157,20,16,71,371,561,3154
202404,1,41,경기도,O,1225,3,0,5,50,89,1081
202404,1,41,경기도,U,12,0,0,0,1,0,11
202404,1,44,충청남도,A,3769,7,6,34,419,614,2702
202404,1,44,충청남도,Q,4233,19,15,60,241,318,3614
202404,1,48,경상남도,H,13141,61,25,161,1323,1862,9795
202404,1,48,경상남도,L,20515,46,37,199,1408,3266,15642
202404,1,48,경상남도,O,904,1,1,6,34,79,785
202404,1,50,제주특별자치도,C,2617,7,8,29,320,370,1898
202404,1,50,제주특별자치도,J,780,7,33,124,202,124,330
202404,1,50,제주특별자치도,P,3001,19,42,185,632,491,1693
202404,1,50,제주특별자치도,R,2145,20,18,148,550,416,1031
202404,1,50,제주특별자치도,U,1,0,0,0,0,0,1
202404,1,51,강원특별자치도,M,4048,12,44,183,633,538,2694
202404,1,51,강원특별자치도,O,425,0,0,2,11,22,390
202404,1,52,전북특별자치도,A,2119,10,3,26,216,363,1514
202404,1,52,전북특별자치도,F,12123,30,11,85,1027,1604,9407
202404,1,52,전북특별자치도,K,834,1,3,13,61,75,685
202404,1,52,전북특별자치도,T,19,0,0,0,1,5,13
202404,1,11,서울특별시,A,721,2,4,13,101,119,488
202404,1,11,서울특별시,M,67750,236,236,1530,7702,10907,47611
202404,1,26,부산광역시,P,13122,102,116,761,2805,2258,7298
202404,1,26,부산광역시,S,25242,121,260,1470,5071,3912,14789
202404,1,26,부산광역시,T,60,0,0,0,5,9,46
202404,1,27,대구광역시,D,906,2,2,13,166,267,460
202404,1,27,대구광역시,F,11275,34,7,92,912,1646,8625
202404,1,27,대구광역시,O,259,0,0,2,6,16,235
202404,1,27,대구광역시,R,5670,57,50,361,1274,1008,3027
202404,1,28,인천광역시,L,33101,97,37,272,2630,7960,22239
202404,1,29,광주광역시,C,8489,25,16,93,753,1023,6620
202404,1,29,광주광역시,I,21412,363,382,2057,6805,3575,8975
202404,1,29,광주광역시,Q,3592,8,16,69,249,267,3007
202404,1,29,광주광역시,T,32,0,0,0,4,8,20
202404,1,31,울산광역시,A,351,0,0,4,35,57,255
202404,1,31,울산광역시,C,6881,21,12,105,697,761,5318
202404,1,41,경기도,C,130889,403,174,1159,9848,14360,105522
202404,1,41,경기도,N,22442,98,129,560,2626,3472,15784
202404,1,43,충청북도,G,38715,253,306,1589,6410,5614,25102
202404,1,43,충청북도,H,7256,36,15,90,756,1078,5332
202404,1,43,충청북도,P,5433,36,45,268,1067,934,3164
202404,1,43,충청북도,Q,3411,9,2,45,174,306,2886
